scramble,orientation,fb,2x2x3,EOPair,LXS,co,pll,total_moves
F' D' B2 R B2 D' R F' B' R U B U L' R' D U' F2 U F L2,z z,F' D U2 R2 F' D2 U B' R F',U R2 D R2,D L' U' L D',U' L F U F2 D' L D F U L',U B' R B R' U2 B2 L' B' L B',L D F' U F' U' F' U F2 D' U' L' U,54
B U' B' R' U' F' L U D F L2 D F' D U' R D U R L' F' D' F L2,x x y,D2 R' D F2 L' D' F D' L2,F2 D' L B2 L' F2,L U L' B2 U' B2,U2 L' D L' D' L B2 L B2,F U2 F' U' F U' F',U2 U' R2 D' F2 U F2 R2 D B2 U' B2,49
U' L2 D U' R' L' D' L' B2 L2 R' U D' L' F' L' F B' R2 D',x x,D' L' R2 U F' D2 U2 L' F,U2 L2 D' R2 D' L2,R U2 R' U2 R2,R U' L2 D2 R' D2 L2 U2 R',U2 B' R' F R B R' F' R,R2 F2 D2 L2 F' B' D2 R2 F' B',48
L2 F D B D2 R2 D B F' D F B' D R2 L F2 U R2 B' L U L,x x y,R2 B U2 F' R' U B' D' L,B F R2 B' F',B2 L U2 L' U B2,U' U2 L' B2 L U R' U' R,U' L' B' R B L B' R' B,U B2 L2 B R B' L2 B R' B U2 U,50
B F2 L' D' B2 R2 D F B U2 B2 U' B2 D' U' F' U' F' U2 R,z z,R F D2 L' D B L' B2 F' D',U2 L' R2 D R2,D L D2 R' B2 R D,U F' D' R U B2 U' R' D F,B' R' F R' F' R2 B,B L B2 D2 F2 R F2 D2 B U',49
F2 R2 U' L R D' U B U2 D2 R D2 B F D2 U' F' L2 B U2 F2 D2 B2 D2 B,x x,L2 D R2 B2 F R' U B' L,L' B2 L' D L2,R U R' U' R2,R2 B2 R' B2 L U2 L' R',F U' B' U F' U' B,U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U',50
F B' R F U' R2 D' R' D F R2 F' R U F R L2 F B' D L2 B' F,x x,R2 D2 F' R D R D' B',U' L' B2 L,U2 R' U' R2,F2 L' U' L U F2,L U' R' U L' U' R,U2 L' U2 L F R U' R' U' F' U' L F' L' F U2,45
U2 B2 F' U2 B' R' F R' F2 L F2 R U' L B' R2 D2 F' B' R' B2 U' R' L,x x y,B F' L2 F2 R' D' U' B' D',U2 F2 D' F2,B2 R' U' R U B2,U' R' U' L' R B2 L,B' R2 F R F' R B,U' R U' R' U2 L F' R' F2 R F L' F' U F U,49
L2 U F' D2 U2 F R F2 R' D F' D' F2 U2 L R D2 U L B2 R2,x x,U2 L' F' L R U' R2 B' L' D',L2 R' D L2,U R' U R2,U B' R U' R U F' B U2 F,U B' R' F R B R' F' R,U' L R U2 R' U' R U2 L' U R' U2,49
L' U' B' R' L F' U F2 L' B2 U2 D2 F' B L U2 F' U F' B L' R' U2,x x,F2 R' F R D2 L' F' D B2,R2 U L F2 L',U R' U2 R2,U' B' R2 U' R' U R' B,U' B' R' F R B R' F' R,U' L' U2 L F R U' R' U' F' U' L F' L' F,50
B' D' F U' F' L F2 L2 U' L' R2 F' B2 D F' B' U' F' L2 D L' U',x x,F2 R D2 B' U2 R' U B F',U2 L2 R D' L2,U R2,U2 R' F' U2 R' U2 R F,L' U' B' U B L,U' F2 L B2 R D L D' L' R' B2 F L' F U2,45
D L2 F2 B' R' B' F D' U2 L F' B2 R U B2 L U2 D R' B' F R',x x,U L' R U' B D2 L U' F2,L F2 L',U R' U' R2,L U' R U L' U2 R',L U' R' U L' U' R,R2 F' U2 F2 R2 B' D2 B2 D2 R2 F' U2 R2 B2 U2,45
L' U D L' F D2 B2 U F U' R' B2 U2 D R2 D L2 U2 F' D B' D2 F',z z,L' R B U' L2 U' B' R F D2,F2 L2 R2 B2 R2,L2,R' F2 L' F L2 F R B' U2 B,U' F' L' B L F L' B' L,R L U2 L' U' L U2 R' U L' U,46
U' D R B' L2 R D' F' D B' U' L' D' L2 B' L2 D2 F B' L2,x x,F2 L2 F' L D' L2 B' F' D',L2 D2 L2,U2 R2 U' R,U U' R' F R B' R2 F' R' B,,F' L F L' R' F L R' F L' F' R2 U',39
R F' L F' R D R2 F2 U' F2 U B2 D L R' D R2 B' U D' R' B' F2,z z,D2 L2 B' L' F D' U2 F R B',U R2 D' R2,U2 L' U2 L' U2 L2,L U2 L' U L U' L',U2 F' L' B L F L' B' L,U' B2 R2 U' R2 D B2 D' B2 U B2 U,48
U2 L2 D' L2 B L D U F' D' R D R' U B' U R' F2 U2 D' F D2 U,x x y,D2 L F' U2 L2 R2 F' D L,,L U L2 D L' D' L2,U' R' F2 L2 D2 B2 D2 L' D2 L' F2,F U2 F' U' F U' F',U2 F B U2 B' U' B U2 F' U B' U,46
F D' L' R B' L' U R B' R2 D U' L2 F' U' R D B2 D F2 R,x x,B2 R' D B2 F2 L F' L',U2 L2 D' R2 D' L2,R U2 R2 U' R,B' R2 B' D' F D' F' D2 B2,U2 B' R' F R B R' F' R,R2 F' U2 F2 R2 B' D2 B2 D2 R2 F' U2 R2 B2 U2,52
D2 F2 R2 D U' L R' B' F' U2 R' D2 U' B2 D' R F2 L R D2 B,x x,B2 R U' F2 L2 B R F' D,U2 L2 R D L2,U2 R2 U R2 U' R,U' R B2 D L' D L D2 B2,B' U2 B2 U B2 U B2 U2 B',F2 U' L R' F2 L' R U' F2 U2,48
F' R' D2 L2 D F' B2 D L' D F2 B' U F' B2 L2 D B D L2 F' R2,z z,U B2 D' F' R2 D' B' D F',U2 L R2 D' R2,U' L' U' L2,U2 F' B L2 F B' L U2 L',F U' B' U F' U' B,U' R' U2 R B L U' L' U' B' U' R B' R' B U,50
L2 F' B U' L' R2 D' R U' B' R2 L' D B R' L D B2 D L' F B D' B2 D2,x x y,F' L' F D2 R F' D2 R2,F2 R D' R' F2,R U B2 U' R',U R' D' F B' R2 F' B D R,U' L' B' R B L B' R' B,U2 F' B' U2 F B R U' L U2 R' U L' U',51
L D U B R' U' R2 F2 L' D2 L2 R F' L U' L' U2 L2 R2 B2 U',z z,D' L' F D F R D2 U F2,L2 U' R2 D R2,L U L2 U' L2,U' B' U B U F' L2 F,B' U F U' B U F',U' R2 U B' F R2 B F' U R2 U' U,46
R' F2 L F' L2 F2 R2 L' D' B L2 B F L2 U' B' R' U2 R F L R',x x,B2 D B2 R' D2 F D B' U L',L F2 L',U R2 D R' U' R D',R B U B2 D' R D B U R',U' B' U2 B2 U B2 U B2 U2 B',U2 U' F2 D' L2 U L2 F2 D R2 U' R2 U',53
B' D2 U2 B2 U B' D2 L R F D' U' B F D L U' F D' R2 B2 F,x x y,B2 U L' F D2 B L' U2 L' D,R2 B2 U' B2 R2,L U L' U B2,U' U2 B2 U2 L U' L' U2 B2,F U2 F' U' F U' F',U' F2 U R' L F2 R L' U F2 U',47
U2 L' R' D F' B2 U2 B2 L2 D R U F L2 U2 D2 F U F' R,x x y,D' L2 D' U2 L2 F',R2 B2 F2 L2 F2,B2 U' B2 U2 B2,U R' U' L' R B2 L,B' R' F R' F' R2 B,U F2 L2 F' R' F' L' R U2 L2 U' R U' L R' U',46
R2 L D2 L2 F D F R2 B' F2 L2 U2 B' D2 R2 L B2 R' B' R B L U' L2 F2,x x y,L' D' R2 B2 U2 B' L D2 F',R2 F2 D2 F2 R2,R D B2 D2 R D R2,U U2 R L2 D' R D R2 L2,R' F R F' U2 R2 B' R' B R',U2 U' B2 R2 B U R U B U2 B' R' U' R' B,55
D R2 U' L' B' D2 B' D2 U2 R' B D' L2 U' R2 D U B2 D2 F',z z,L' U2 R2 B' D2 B' D',L U' R2 D' R2,L U2 L2 U' L,U2 U' B' L' B L' B' L2 B L2,B' U' R' U R B,U U' R2 B' R' F' B' D L' D' F B2 U R' U',48
F2 U F' U2 R B L' U B2 R2 D2 L2 U2 F B' U R F' D F R,x x,L U B R' D2 F' U L' B2,L2 D R D' L2,R U R2,U' U2 R U R2 U2 R U2 R,U B' R' F R B R' F' R,U' L2 U F' B L2 F B' U L2 U',46
D R D' R F L' R' B L2 U' D L2 U2 F R2 L' F2 B' U' F,x z x,R' D F' R2 D' R B L F' D',B F L2 B' F',U' L' U L U2 F2,F2 R U R' U' F2,L' B L B' U2 L2 F' L' F L',B' U2 B U' F U2 R B' U B R' U2 F' U2,51
R' F' L2 R' D2 R2 L2 F2 L F R' U' R2 D' L2 B' F D' B D2 L F2 D',z z,D F U' B' L2 D R' F D2,D2 L R' B2 R,U' L,U U F' L' B L' B' L' F,B' R2 F R F' R B,F R' F B2 L' R' D' R D L B2 R F2 U U2,47
F B2 U' B' F' L' U' F2 D R F' U' B2 L D L2 D' R' B' D,x z x,D R B2 F2 D R U2 B',L U2 L' U2 L',F2 U' F2,U' R2 F2 R U' L' U2 L F2 R,L' B' R' B L B' R B,U' F' U B' U F U2 L F R2 F' L' R2 U B U',50
B L' F D2 R2 F D' L' R2 F' U' B' F D B U2 F L2 R D R2,x x y,F D' U2 B L D' L2 F' L',B F' R2 B' F D2,U L U' L',U' U B2 R' B2 D' R D B2 R,U R' F' L' F R F' L F,U' L' B L' F2 L B' L' F2 L2 U,49
U' B D B2 F2 D2 R B F' L R D B' U2 R' F2 D B R' L F R',x x,F R D L2 R' F2 D' B' L F',L2 D R D L2,R2 U R' U R2,F2 L D' L D L2 F2,L' U' B' U B L,U R' U B F2 D' L' D B' F' R' F' R2,46
R U L2 B' F2 R' B L2 B' R F' R' B D' R2 B F' R' L B F2 D2 B,z z,U' B R U R2 B' L' B' L2 B',R B2 R D R2,U' L,U F' L' B L' B' L' F,U' F' L' B L F L' B' L,F2 D F' U' B U2 F' U B' U' F2 R2 D' F2,48
B F' D2 F L U L2 B' L2 B2 D' L' B' R B F' L' D2 R' U F',x x,R F' D L' R' D2 R F D B',U2 L2 R D' L2,R' U R' U R2,U U2 R2 U2 R' U' R U' R2,U B' U2 B2 U B2 U B2 U2 B',U' L' U2 L F R U' R' U' F' U' L F' L' F U,55
R' L B R' B' F2 D2 F' L D L F2 L' F2 D' B' F U2 R B F,x x y,B' L2 F' R U' B2 U' L' R2,B F R2 B' F',L U' L' U B2,U L' U' B2 U L U R' U2 R,U2 L' U2 L2 U L2 U L2 U2 L',U' F' L B' U2 F R' F B2 D2 B2 R F' B U2,54
R L' U' D2 F' B' U L' U D R' U' R D L2 U2 L R2 B2 F D' L',z z,U B' L' D B' R D' R2 B' F',U R' F2 R,L' U' L' U L2,,U F' U2 F2 U F2 U F2 U2 F',U2,30
B D2 F' D F2 B R' D2 F' U2 B' L2 R' B2 R2 D2 L D' L2 F' U' F' B' R' U2,x x,F' L2 D2 U L' D L2 R D',U' L2 R' D L2,U' R' U2 R2,B' F R2 B F' R U' R',F' L F L' U2 F2 R' F' R F',B' F' U2 R' U2 R U2 B F' D' L2 D F2 U,50
F2 D U' L2 B D F L' R' D' L F' B' U2 R' F' U' F' U2 D2 B' U2,x x,F2 R' U2 R2 F' L U' B D2,L2 D R' D L2,R' U R' U' R2,U' F2 D' B2 R D2 R' B2 L D F2,B' U' R' U R B,L' B L F L' B D' R D B2 L F' U',49
F' L B2 L2 F' D' L2 R F B U2 L2 F' D2 F' B U' F2 B2 L' D' R2 F2,x x,R' D' F' D2 L' B' D' L2 D,U L2 R2 D L2,U R' U' R2,U U R U2 R2 U2 R' U2 R,L' B' U' B U L,U2 U' R L U2 B U2 B' U2 R' L D F2 D' L2 U,49
L R2 B D U2 R2 B' D' U F' D' R2 F D2 R' B2 R U2 D' F2 R' U' R' B2 R,z z,B' R' U R' B2 L2 B U' F' R,U2 R2 D R2,B F' L2 B' F L,U2 B2 U' R' U R B2,U2 F' U2 F2 U F2 U F2 U2 F',U2 F2 D F' U' B U2 F' U B' U' F2 R2 D' F2 U,53
